patent_number,kind,type,provenance,title,assignee,matched_assignee,inventor,priority_date,filing_date,publication_date,grant_date,pdf,google_patents_url,abstract
EP4457768A2,A2,application,snap_filed,Ar item placement in a video,Snap Inc.,Snap Inc,Avihay ASSOULINE,2021-12-30,2022-12-13,2024-11-06,,,https://patents.google.com/patent/EP4457768A2/en,Aspects of the present disclosure involve a system for presenting AR items. The system performs operations including receiving a video that includes a depiction of one or more real -world objects in a real -world environment and obtaining depth information related to the real-world environment;
US20230111932A1,A1,application,snap_filed,Spatial vector-based drone control,Snap Inc.,Snap Inc,Simon Saito Haagen Nielsen,2017-10-05,2022-11-03,2023-04-13,,https://patentimages.storage.googleapis.com/c3/48/be/cebed85f854f53/US20230111932A1.pdf,https://patents.google.com/patent/US20230111932A1/en,"Once the drone stabilizes and waits 10 - 15 seconds to lapse, an on-board computer may calculate vector 325 and determine and <b>assign</b> flightpath attributes according to vector 325 . Thus, in this example, the determined flight path 320 is in a direction directly away from operator 305 according to the &hellip;"
US20230032922A1,A1,application,snap_filed,Assigning participants to rooms within a virtual conferencing system,Snap Inc.,Snap Inc,Andrew Cheng-min Lin,2021-03-30,2022-10-11,2023-02-02,,https://patentimages.storage.googleapis.com/d1/a4/07/0022844f6c3da6/US20230032922A1.pdf,https://patents.google.com/patent/US20230032922A1/en,"In addition, room occupancy preferences may include a preference to <b>assign</b> participants to rooms which have available space which have higher audio levels (e.g., corresponding to higher participant conversation). By automatically occupying rooms based on these preferences, it is possible to &hellip;"
US20230076281A1,A1,application,snap_filed,Generating collectible items based on location information,Snap Inc.,Snap Inc,Jonathan Brody,2018-03-14,2022-09-28,2023-03-09,,https://patentimages.storage.googleapis.com/47/b8/e5/e861db08b0d7fd/US20230076281A1.pdf,https://patents.google.com/patent/US20230076281A1/en,Method for generating collectible media content items based on location information starts with processor receiving location information from location sensor coupled to first client computing device. Processor causes a map interface to be displayed that includes avatar of first user at a location &hellip;
CN118044152A,A,application,snap_filed,Control of AR experiences through non-fungible credentials,斯纳普公司,Snap Inc,拉吉夫·阿德瓦尼,2021-09-30,2022-09-22,2024-05-14,,https://patentimages.storage.googleapis.com/26/5a/0c/04c68b3f566498/CN118044152A.pdf,https://patents.google.com/patent/CN118044152A/en,"The first user may obtain a unique NFT generated by the NFT system, such as through an NFT marketplace, and in response, the NFT system may <b>assign</b> a particular right associated with the unique NFT to the first user. Thus, a specifically configured interface may be presented to the first user that &hellip;"
CN117980938A,A,application,snap_filed,Smart predictive A/B testing,斯纳普公司,Snap Inc,阿纳托利·奇克洛夫斯基,2021-08-26,2022-07-29,2024-05-03,,https://patentimages.storage.googleapis.com/2c/4f/ef/41aef3eee98d71/CN117980938A.pdf,https://patents.google.com/patent/CN117980938A/en,An A/B testing system is adapted to include a user correlation engine and an A/B test exposure module. The A/B testing system includes an A/B testing server that provides at least one A/B test to users of a product and collects and analyzes the results of one or more A/B tests to determine &hellip;
US20220368828A1,A1,application,snap_filed,Image capture eyewear with auto-send,Snap Inc.,Snap Inc,Yu Jiang Tham,2018-05-01,2022-07-27,2022-11-17,,https://patentimages.storage.googleapis.com/b5/b2/ec/92e9f4dba3a0df/US20220368828A1.pdf,https://patents.google.com/patent/US20220368828A1/en,"a processor configured to <b>assign</b> one or more recipients to each of the first recipient indicator and the second recipient indicator, cause the display system to distinctly present one of the first recipient indicator or the second recipient indicator, cause the camera to capture the image of the &hellip;"
US20230010905A1,A1,application,snap_filed,Content collection navigation queue,Snap Inc.,Snap Inc,Jacob Andreou,2016-10-07,2022-07-22,2023-01-12,,https://patentimages.storage.googleapis.com/9f/8d/13/5786a10173230c/US20230010905A1.pdf,https://patents.google.com/patent/US20230010905A1/en,"Systems and methods for communicating and displaying collections of images according to a user-selected queue are described. In some example embodiments, a system aggregates content items organized into collections for display to a user on a device. The system receives a selection from the user of &hellip;"
EP4315112A1,A1,application,snap_filed,Determining classification recommendations for user content,Snap Inc.,Snap Inc,Nathan Kenneth BOYD,2021-03-31,2022-03-31,2024-02-07,,,https://patents.google.com/patent/EP4315112A1/en,"In one or more implementations, content generated using a client application may be associated with a classification. A number of classifications may be recommended to users of a client application based on alphanumeric characters entered by the users. Additionally, a number of classifications may &hellip;"
CN116745795A,A,application,snap_filed,Permission-based media composition,斯纳普公司,Snap Inc,克里斯蒂娜·巴龙,2020-12-23,2021-12-15,2023-09-12,,https://patentimages.storage.googleapis.com/8b/65/e8/08e5fe84358e5b/CN116745795A.pdf,https://patents.google.com/patent/CN116745795A/en,"A permission-based media system for performing operations including: presenting a first media object at a client device associated with a user account, the first media object including a reference identifying the user account; The end device receives input to select a first media object;"
US20220156252A1,A1,application,other_assignee,System and method for data collection to validate location data,"Placed, Llc",Snap Inc,David Shim,2012-02-24,2021-11-22,2022-05-19,,https://patentimages.storage.googleapis.com/1a/33/d1/238f7c4a7b94bb/US20220156252A1.pdf,https://patents.google.com/patent/US20220156252A1/en,"For example, the data collection system can be coupled to an inference pipeline which further processes location information. Additional details of the inference pipeline can be found in the <b>assignee&#39;s</b> concurrently filed U.S. patent application Ser. No. 13/405,190 (Attorney Docket No. 76347-8002. &hellip;"
EP4238057A1,A1,application,snap_filed,Adaptive skeletal joint smoothing,Snap Inc.,Snap Inc,Avihay ASSOULINE,2020-10-27,2021-10-27,2023-09-06,,,https://patents.google.com/patent/EP4238057A1/en,Aspects of the present disclosure involve a system comprising a computer-readable storage medium storing a program and a method for performing operations comprising: receiving a video that includes a depiction of a body of a user; detecting a plurality of skeletal joints of the body depicted in &hellip;
US20210227293A1,A1,application,snap_filed,Automated graphical image modification scaling based on rules,Snap Inc.,Snap Inc,Michael Ronald Cieslak,2019-04-23,2021-04-08,2021-07-22,,https://patentimages.storage.googleapis.com/3f/b2/e1/8413f8ccc6a041/US20210227293A1.pdf,https://patents.google.com/patent/US20210227293A1/en,"Aspects of the present disclosure involve systems and methods for performing operations comprising receiving, with a messaging application, user input to access a graphical image modification feature of the messaging application; in response to receiving, causing display of a video; accessing a &hellip;"
US20210216426A1,A1,application,snap_filed,Selectively enabling features based on rules,Snap Inc.,Snap Inc,Michael Ronald Cieslak,2019-04-15,2021-03-29,2021-07-15,,https://patentimages.storage.googleapis.com/d7/e4/6c/30fc7ad7aae0ee/US20210216426A1.pdf,https://patents.google.com/patent/US20210216426A1/en,"&hellip;  , downloading additional code associated with the feature, prefetching video content for a particular user, and so forth. The graphical user interface may also allow the developer to <b>assign</b> a priority or rank to the configuration rule which may be used by the selective feature enabling system 124"
US20210191966A1,A1,application,snap_filed,"Generation, curation, and presentation of media collections",Snap Inc.,Snap Inc,Nicholas Richard Allen,2016-02-26,2021-03-03,2021-06-24,,https://patentimages.storage.googleapis.com/cd/9d/8e/8eb3dd40b17de9/US20210191966A1.pdf,https://patents.google.com/patent/US20210191966A1/en,"Systems and methods are provided for receiving, at a server computer, a plurality of content messages from a plurality of content sources, each content message comprising media content and associated with a predetermined media collection, for each of the plurality of content messages received, &hellip;"
KR20240174531A,A,application,snap_filed,Video generation system to render frames on demand,스냅 인코포레이티드,Snap Inc,앨런 바릴,2020-01-30,2021-01-22,2024-12-17,,https://patentimages.storage.googleapis.com/96/04/25/cb941b532d72da/KR20240174531A.pdf,https://patents.google.com/patent/KR20240174531A/en,A method of generating frames on demand begins with the system receiving a request for a media content item from a client device. The request includes a media content identification and a primary user identification. The system transmits a playlist to the client device including a first set of &hellip;
